Tempo;Corrente;Velocidade;Degrau
0.368;28.44;57.95;0
0.369;28.39;57.95;0
0.37;28.35;57.95;0
0.371;28.31;57.95;0
0.372;28.33;57.92;0
0.373;28.37;57.89;0
0.374;28.42;57.85;0
0.375;28.47;57.85;0
0.376;28.45;57.85;0
0.377;28.42;57.85;0
0.378;28.36;57.85;0
0.379;28.34;57.85;0
0.38;28.37;57.85;0
0.381;28.43;57.85;0
0.382;28.48;57.85;0
0.383;28.51;57.85;0
0.384;28.49;57.85;0
0.385;28.46;57.85;0
0.386;28.41;57.85;0
0.387;28.38;57.85;0
0.388;28.4;57.85;0
0.389;28.43;57.85;0
0.39;28.48;57.85;0
0.391;28.5;57.85;0
0.392;28.46;57.85;0
0.393;28.43;57.89;0
0.394;28.38;57.92;0
0.395;28.39;57.95;0
0.396;28.41;57.95;0
0.397;28.46;57.95;0
0.398;28.51;57.95;0
0.399;28.53;57.95;0
0.4;28.48;57.95;0
0.401;28.41;57.95;0
0.402;28.38;57.95;0
0.403;28.38;57.95;0
0.404;28.41;57.92;0
0.405;28.48;57.89;0
0.406;28.49;57.89;0
0.40700000000000003;28.49;57.89;0
0.40800000000000003;28.46;57.89;0
0.40900000000000003;28.39;57.89;0
0.41000000000000003;28.36;57.89;0
0.41100000000000003;28.34;57.89;0
0.41200000000000003;28.38;57.89;0
0.41300000000000003;28.44;57.89;0
0.41400000000000003;28.47;57.89;0
0.41500000000000004;28.46;57.89;0
0.41600000000000004;28.42;57.85;0
0.417;28.36;57.82;0
0.418;28.31;57.79;0
0.419;28.31;57.75;0
0.42;28.36;57.72;0
0.421;28.44;57.68;0
0.422;28.48;57.65;0
0.423;28.45;57.62;0
0.424;28.4;57.58;0
0.425;28.34;57.55;0
0.426;28.3;57.52;0
0.427;28.32;57.52;0
0.428;28.36;57.52;0
0.429;28.4;57.52;0
0.43;28.41;57.52;0
0.431;28.39;57.52;0
0.432;28.37;57.52;0
0.433;28.34;57.52;0
0.434;28.34;57.52;0
0.435;28.36;57.52;0
0.436;28.4;57.52;0
0.437;28.46;57.48;0
0.438;28.49;57.45;0
0.439;28.47;57.41;0
0.44;28.45;57.38;0
0.441;28.38;57.35;0
0.442;28.38;57.31;0
0.443;28.41;57.28;0
0.444;28.47;57.25;0
0.445;28.53;57.21;0
0.446;28.53;57.21;0
0.447;28.49;57.21;0
0.448;28.44;57.25;0
0.449;28.41;57.28;0
0.45;28.4;57.31;0
0.451;28.45;57.35;0
0.452;28.51;57.38;0
0.453;28.54;57.41;0
0.454;28.55;57.45;0
0.455;28.51;57.48;0
0.456;28.44;57.48;0
0.457;28.42;57.48;0
0.458;28.4;57.48;0
0.459;28.43;57.48;0
0.46;28.48;57.48;0
0.461;28.52;57.48;0
0.462;28.53;57.48;0
0.463;28.5;57.48;0
0.464;28.45;57.48;0
0.465;28.42;57.48;0
0.466;28.43;57.48;0
0.467;28.47;57.52;0
0.468;28.53;57.55;0
0.46900000000000003;28.57;57.55;0
0.47000000000000003;28.54;57.55;0
0.47100000000000003;28.48;57.55;0
0.47200000000000003;28.43;57.55;0
0.47300000000000003;28.41;57.55;0
0.47400000000000003;28.41;57.55;0
0.47500000000000003;28.46;57.55;0
0.47600000000000003;28.5;57.55;0
0.47700000000000004;28.51;57.52;0
0.47800000000000004;28.5;57.48;0
0.47900000000000004;28.45;57.48;0
0.48;28.4;57.48;0
0.481;28.39;57.48;0
0.482;28.41;57.48;0
0.483;28.45;57.48;0
0.484;28.51;57.48;0
0.485;28.53;57.48;0
0.486;28.51;57.48;0
0.487;28.46;57.48;0
0.488;28.4;57.48;0
0.489;28.39;57.48;0
0.49;28.42;57.45;0
0.491;28.49;57.41;0
0.492;28.56;57.38;0
0.493;28.57;57.35;0
0.494;28.53;57.31;0
0.495;28.48;57.28;0
0.496;28.45;57.25;0
0.497;28.44;57.21;0
0.498;28.47;57.21;0
0.499;28.52;57.21;0
0.5;28.54;57.25;0
0.501;28.55;57.28;0
0.502;28.52;57.31;0
0.503;28.46;57.35;0
0.504;28.43;57.38;0
0.505;28.41;57.41;0
0.506;28.44;57.45;0
0.507;28.49;57.48;0
0.508;28.52;57.52;0
0.509;28.53;57.52;0
0.51;28.51;57.52;0
0.511;28.45;57.52;0
0.512;28.41;57.52;0
0.513;28.41;57.52;0
0.514;28.45;57.52;0
0.515;28.51;57.52;0
0.516;28.57;57.52;0
0.517;28.56;57.52;0
0.518;28.51;57.52;0
0.519;28.47;57.55;0
0.52;28.43;57.58;0
0.521;28.44;57.58;0
0.522;28.5;57.58;0
0.523;28.55;57.58;0
0.524;28.59;57.58;0
0.525;28.58;57.58;0
0.526;28.54;57.58;0
0.527;28.49;57.58;0
0.528;28.48;57.58;0
0.529;28.49;57.55;0
0.53;28.53;57.52;0
0.531;28.59;57.48;0
0.532;28.63;57.48;0
0.533;28.61;57.48;0
0.534;28.58;57.48;0
0.535;28.53;57.48;0
0.536;28.52;57.48;0
0.537;28.55;57.48;0
0.538;28.6;57.48;0
0.539;28.67;57.48;0
0.54;28.67;57.52;0
0.541;28.63;57.55;0
0.542;28.56;57.58;0
0.543;28.52;57.62;0
0.544;28.51;57.65;0
0.545;28.55;57.68;0
0.546;28.6;57.72;0
0.547;28.64;57.75;0
0.548;28.64;57.79;0
0.549;28.6;57.82;0
0.55;28.55;57.82;0
0.551;28.51;57.82;0
0.552;28.51;57.82;0
0.553;28.54;57.82;0
0.554;28.59;57.82;0
0.555;28.62;57.82;0
0.556;28.63;57.82;0
0.557;28.59;57.82;0
0.558;28.55;57.82;0
0.559;28.51;57.82;0
0.56;28.51;57.82;0
0.561;28.54;57.82;0
0.562;28.59;57.82;0
0.5630000000000001;28.63;57.82;0
0.5640000000000001;28.62;57.82;0
0.5650000000000001;28.55;57.82;0
0.5660000000000001;28.51;57.82;0
0.5670000000000001;28.48;57.82;0
0.5680000000000001;28.48;57.82;0
0.5690000000000001;28.52;57.82;0
0.5700000000000001;28.55;57.82;0
0.5710000000000001;28.58;57.82;0
0.5720000000000001;28.57;57.82;0
0.5730000000000001;28.53;57.82;0
0.5740000000000001;28.47;57.79;0
0.5750000000000001;28.47;57.75;0
0.5760000000000001;28.46;57.72;0
0.577;28.5;57.68;0
0.578;28.56;57.65;0
0.579;28.6;57.62;0
0.58;28.58;57.58;0
0.581;28.54;57.55;0
0.582;28.47;57.55;0
0.583;28.45;57.55;0
0.584;28.48;57.58;0
0.585;28.53;57.62;0
0.586;28.58;57.65;0
0.587;28.59;57.68;0
0.588;28.57;57.72;0
0.589;28.52;57.75;0
0.59;28.46;57.79;0
0.591;28.45;57.82;0
0.592;28.46;57.82;0
0.593;28.52;57.82;0
0.594;28.55;57.82;0
0.595;28.54;57.79;0
0.596;28.51;57.75;0
0.597;28.45;57.72;0
0.598;28.42;57.68;0
0.599;28.42;57.65;0
0.6;28.44;57.62;0
0.601;28.49;57.58;0
0.602;28.55;57.55;0
0.603;28.55;57.55;0
0.604;28.52;57.55;0
0.605;28.48;57.58;0
0.606;28.43;57.62;0
0.607;28.44;57.65;0
0.608;28.48;57.68;0
0.609;28.52;57.72;0
0.61;28.56;57.75;0
0.611;28.5;57.82;0
0.612;28.46;57.82;0
0.613;28.46;57.82;0
0.614;28.5;57.82;0
0.615;28.53;57.82;0
0.616;28.57;57.82;0
0.617;28.56;57.82;0
0.618;28.52;57.82;0
0.619;28.47;57.82;0
0.62;28.42;57.82;0
0.621;28.41;57.85;0
0.622;28.44;57.89;0
0.623;28.51;57.92;0
0.624;28.56;57.92;0
0.625;28.56;57.92;0
0.626;28.55;57.92;0
0.627;28.48;57.92;0
0.628;28.46;57.92;0
0.629;28.47;57.92;0
0.63;28.52;57.92;0
0.631;28.57;57.92;0
0.632;28.59;57.92;0
0.633;28.54;57.92;0
0.634;28.48;57.92;0
0.635;28.42;57.95;0
0.636;28.4;57.99;0
0.637;28.41;58.02;0
0.638;28.45;58.06;0
0.639;28.48;58.09;0
0.64;28.52;58.12;0
0.641;28.49;58.16;0
0.642;28.43;58.16;0
0.643;28.38;58.16;0
0.644;28.37;58.16;0
0.645;28.4;58.12;0
0.646;28.45;58.09;0
0.647;28.49;58.06;0
0.648;28.49;58.02;0
0.649;28.45;57.99;0
0.65;28.38;57.95;0
0.651;28.33;57.92;0
0.652;28.31;57.89;0
0.653;28.35;57.85;0
0.654;28.4;57.82;0
0.655;28.44;57.82;0
0.656;28.44;57.82;0
0.657;28.41;57.82;0
0.658;28.36;57.82;0
0.659;28.33;57.82;0
0.66;28.31;57.82;0
0.661;28.34;57.82;0
0.662;28.35;57.82;0
0.663;28.39;57.85;0
0.664;28.39;57.89;0
0.665;28.35;57.92;0
0.666;28.33;57.92;0
0.667;28.3;57.92;0
0.668;28.3;57.92;0
0.669;28.34;57.92;0
0.67;28.39;57.92;0
0.671;28.42;57.92;0
0.672;28.43;57.92;0
0.673;28.4;57.89;0
0.674;28.33;57.85;0
0.675;28.3;57.82;0
0.676;28.3;57.82;0
0.677;28.36;57.82;0
0.678;28.4;57.82;0
0.679;28.44;57.82;0
0.68;28.42;57.82;0
0.681;28.38;57.82;0
0.682;28.33;57.82;0
0.683;28.31;57.82;0
0.684;28.32;57.85;0
0.685;28.37;57.89;0
0.686;28.42;57.92;0
0.687;28.46;57.95;0
0.6880000000000001;28.43;57.99;0
0.6890000000000001;28.38;58.02;0
0.6900000000000001;28.35;58.06;0
0.6910000000000001;28.32;58.09;0
0.6920000000000001;28.35;58.12;0
0.6930000000000001;28.39;58.16;0
0.6940000000000001;28.44;58.16;0
0.6950000000000001;28.45;58.16;0
0.6960000000000001;28.43;58.16;0
0.6970000000000001;28.39;58.16;0
0.6980000000000001;28.33;58.16;0
0.6990000000000001;28.32;58.16;0
0.7000000000000001;28.35;58.16;0
0.7010000000000001;28.39;58.16;0
0.7020000000000001;28.42;58.16;0
0.7030000000000001;28.44;58.16;0
0.704;28.41;58.19;0
0.705;28.36;58.22;0
0.706;28.32;58.26;0
0.707;28.31;58.29;0
0.708;28.35;58.29;0
0.709;28.39;58.29;0
0.71;28.43;58.29;0
0.711;28.43;58.29;0
0.712;28.39;58.29;0
0.713;28.32;58.29;0
0.714;28.28;58.29;0
0.715;28.28;58.26;0
0.716;28.32;58.22;0
0.717;28.38;58.19;0
0.718;28.43;58.19;0
0.719;28.43;58.19;0
0.72;28.37;58.19;0
0.721;28.33;58.19;0
0.722;28.3;58.19;0
0.723;28.31;58.19;0
0.724;28.36;58.19;0
0.725;28.42;58.22;0
0.726;28.42;58.26;0
0.727;28.43;58.29;0
0.728;28.37;58.32;0
0.729;28.32;58.32;0
0.73;28.3;58.32;0
0.731;28.31;58.32;0
0.732;28.35;58.32;0
0.733;28.38;58.32;0
0.734;28.42;58.32;0
0.735;28.4;58.32;0
0.736;28.35;58.29;0
0.737;28.31;58.26;0
0.738;28.28;58.22;0
0.739;28.3;58.22;0
0.74;28.34;58.22;0
0.741;28.39;58.22;0
0.742;28.41;58.22;0
0.743;28.39;58.22;0
0.744;28.33;58.22;0
0.745;28.27;58.22;0
0.746;28.25;58.22;0
0.747;28.29;58.22;0
0.748;28.35;58.22;0
0.749;28.39;58.19;0
0.75;28.39;58.16;0
0.751;28.36;58.12;0
0.752;28.3;58.09;0
0.753;28.24;58.06;0
0.754;28.23;58.02;0
0.755;28.27;57.99;0
0.756;28.29;57.95;0
0.757;28.34;57.95;0
0.758;28.34;57.95;0
0.759;28.33;57.95;0
0.76;28.3;57.95;0
0.761;28.29;57.95;0
0.762;28.29;57.95;0
0.763;28.33;57.95;0
0.764;28.4;57.95;0
0.765;28.45;57.95;0
0.766;28.47;57.95;0
0.767;28.46;57.92;0
0.768;28.39;57.89;0
0.769;28.36;57.85;0
0.77;28.37;57.85;0
0.771;28.42;57.85;0
0.772;28.46;57.85;0
0.773;28.48;57.85;0
0.774;28.47;57.85;0
0.775;28.43;57.85;0
0.776;28.38;57.85;0
0.777;28.35;57.89;0
0.778;28.37;57.92;0
0.779;28.43;57.95;0
0.78;28.48;57.99;0
0.781;28.51;58.02;0
0.782;28.5;58.06;0
0.783;28.46;58.09;0
0.784;28.4;58.12;0
0.785;28.36;58.16;0
0.786;28.39;58.19;0
0.787;28.43;58.19;0
0.788;28.48;58.19;0
0.789;28.49;58.19;0
0.79;28.5;58.19;0
0.791;28.45;58.16;0
0.792;28.39;58.12;0
0.793;28.37;58.09;0
0.794;28.38;58.06;0
0.795;28.42;58.02;0
0.796;28.45;57.99;0
0.797;28.47;57.95;0
0.798;28.46;57.95;0
0.799;28.41;57.95;0
0.8;28.35;57.95;0
0.801;28.33;57.99;0
0.802;28.36;58.02;0
0.803;28.39;58.06;0
0.804;28.44;58.09;0
0.805;28.45;58.12;0
0.806;28.44;58.16;0
0.807;28.36;58.19;0
0.808;28.32;58.19;0
0.809;28.31;58.19;0
0.81;28.34;58.19;0
0.811;28.39;58.19;0
0.812;28.44;58.16;0
0.8130000000000001;28.45;58.12;0
0.8140000000000001;28.4;58.09;0
0.8150000000000001;28.34;58.06;0
0.8160000000000001;28.31;58.02;0
0.8170000000000001;28.31;57.99;0
0.8180000000000001;28.34;57.95;0
0.8190000000000001;28.4;57.95;0
0.8200000000000001;28.43;57.95;0
0.8210000000000001;28.44;57.95;0
0.8220000000000001;28.39;57.99;0
0.8230000000000001;28.34;58.02;0
0.8240000000000001;28.3;58.06;0
0.8250000000000001;28.3;58.09;0
0.8260000000000001;28.35;58.12;0
0.8270000000000001;28.41;58.16;0
0.8280000000000001;28.45;58.19;0
0.8290000000000001;28.44;58.19;0
0.8300000000000001;28.41;58.19;0
0.8310000000000001;28.35;58.19;0
0.8320000000000001;28.31;58.16;0
0.833;28.32;58.12;0
0.834;28.36;58.09;0
0.835;28.41;58.06;0
0.836;28.44;58.02;0
0.837;28.43;57.99;0
0.838;28.38;57.95;0
0.839;28.32;57.95;0
0.84;28.3;57.95;0
0.841;28.34;57.95;0
0.842;28.38;57.95;0
0.843;28.41;57.99;0
0.844;28.44;58.02;0
0.845;28.41;58.06;0
0.846;28.36;58.09;0
0.847;28.31;58.12;0
0.848;28.31;58.16;0
0.849;28.34;58.19;0
0.85;28.38;58.22;0
0.851;28.44;58.26;0
0.852;28.44;58.29;0
0.853;28.43;58.29;0
0.854;28.38;58.29;0
0.855;28.31;58.29;0
0.856;28.32;58.29;0
0.857;28.35;58.29;0
0.858;28.39;58.29;0
0.859;28.45;58.29;0
0.86;28.46;58.26;0
0.861;28.45;58.22;0
0.862;28.37;58.19;0
0.863;28.35;58.16;0
0.864;28.34;58.16;0
0.865;28.38;58.16;0
0.866;28.45;58.16;0
0.867;28.48;58.16;0
0.868;28.49;58.16;0
0.869;28.44;58.16;0
0.87;28.39;58.19;0
0.871;28.37;58.22;0
0.872;28.37;58.26;0
0.873;28.42;58.29;0
0.874;28.46;58.32;0
0.875;28.5;58.36;0
0.876;28.48;58.39;0
0.877;28.45;58.43;0
0.878;28.41;58.46;0
0.879;28.37;58.49;0
0.88;28.37;58.53;0
0.881;28.42;58.56;0
0.882;28.46;58.59;0
0.883;28.47;58.63;0
0.884;28.48;58.66;0
0.885;28.45;58.66;0
0.886;28.4;58.66;0
0.887;28.4;58.66;0
0.888;28.46;58.66;0
0.889;28.48;58.63;0
0.89;28.45;58.59;0
0.891;28.4;58.56;0
0.892;28.33;58.53;0
0.893;28.3;58.53;0
0.894;28.32;58.53;0
0.895;28.37;58.53;0
0.896;28.42;58.53;0
0.897;28.43;58.53;0
0.898;28.41;58.53;0
0.899;28.37;58.53;0
0.9;28.32;58.53;0
0.901;28.32;58.53;0
0.902;28.35;58.53;0
0.903;28.41;58.49;0
0.904;28.43;58.46;0
0.905;28.44;58.43;0
0.906;28.41;58.39;0
0.907;28.35;58.36;0
0.908;28.31;58.32;0
0.909;28.3;58.32;0
0.91;28.36;58.32;0
0.911;28.43;58.32;0
0.912;28.46;58.32;0
0.913;28.46;58.36;0
0.914;28.42;58.39;0
0.915;28.39;58.43;0
0.916;28.35;58.46;0
0.917;28.34;58.49;0
0.918;28.39;58.53;0
0.919;28.43;58.56;0
0.92;28.47;58.59;0
0.921;28.47;58.63;0
0.922;28.45;58.66;0
0.923;28.4;58.7;0
0.924;28.36;58.7;0
0.925;28.36;58.7;0
0.926;28.41;58.7;0
0.927;28.46;58.7;0
0.928;28.51;58.7;0
0.929;28.51;58.7;0
0.93;28.47;58.66;0
0.931;28.43;58.63;0
0.932;28.39;58.59;0
0.933;28.43;58.56;0
0.934;28.48;58.56;0
0.935;28.53;58.56;0
0.936;28.55;58.56;0
0.937;28.54;58.56;0
0.9380000000000001;28.49;58.56;0
0.9390000000000001;28.44;58.56;0
0.9400000000000001;28.43;58.59;0
0.9410000000000001;28.45;58.63;0
0.9420000000000001;28.48;58.66;0
0.9430000000000001;28.53;58.7;0
0.9440000000000001;28.53;58.73;0
0.9450000000000001;28.53;58.73;0
0.9460000000000001;28.49;58.73;0
0.9470000000000001;28.43;58.73;0
0.9480000000000001;28.43;58.73;0
